review_id,place_id,user_id,rating_individual,review_text,time
1935,472,Cintia Hurtado,5,Very good service!,a year ago
1936,472,Leo AquaBlogs,1,sells a variety of products but terrible service,2 years ago
1937,472,Taichi Takahashi Lobato,5,Good attention and guidance for someone starting out in aquaristics.,a year ago
1938,473,Darwin Echeverria mestanza,4,,a year ago
1939,473,Sandro Zamora,5,,2 years ago
1940,473,Roy Cuadros Vargas,4,,a year ago
1941,473,lesly gasdali herrera garcia,5,,a year ago
1942,474,Fiorella Asturrizaga,5,"This place is SO good!!! Delicious!!🥰👍🏼👍🏼👍🏼👍🏼
5 stars!!!🥂",4 years ago
1943,474,Miguel Montalvo,4,"I usually go on days when there are no crowds, so the service was immediate. They brought my order within approximately 7 to 10 minutes. I ordered a very spicy mixed ceviche (S/40), however, when I tried it, it wasn't spicy at all. I didn't complain because I didn't want to ruin my lunch, and they had to add rocoto cream so it would be moderately spicy. That was my solution. The space inside the restaurant is average. They play music at a moderate volume, which allows for conversation if you go with others. You can park your vehicle outside, but on a busy day, I doubt you'll find a space. Finally, I can say that their chicha morada is a 10/10, and I give the ceviche I tried a 6.5/10.",a month ago
1944,474,Dulce Isidro,1,"I don't know if it was due to lack of staff or what, but they delayed taking the order, so far it's normal, it's something that can happen, right? But at the time of bringing the plates, the dishes were not clean, it seemed as if they had been served on top of a dirty plate. The young lady was asked but she only managed to say ""it's the juice from the ceviche."" When I tried the ceviche, the fish had a bad flavor, it tasted like ""fish"", it had dark parts that are normally removed when making ceviche since it gives a different flavor, the cassava was hard, the onion was already purple, due to being cooked too long. The worst of all? The thing is that the dish was returned but they brought another one with other ingredients (I think it was octopus) while the order was always a ""fish"" ceviche. I paid for the dish yes, but when I approached to complain at the end they kept making excuses, to clarify the dish it cost 35 so, if it were a dish of 10 it would pass and that, because in a crouch you could find it for 8 soles. When you go to a restaurant you expect something good and it is no excuse to say that then you go to a good area, because the prices they give do not reflect the ""quality"" for which you pay.",5 months ago
1945,474,Wendoly Alfaro,2,"The fish chicharrón (S/. 30) was a little salty for my taste but abundant. The sole ceviche (S/. 45) was very simple in flavor, and what I loved was the mixed chaufa rice, although they didn't serve me the fish nuggets (which were included in the chaufa) and I had to tell them that my plate was missing it, but they brought it soon after. The chicha morada (1 liter for S/. 12) was delicious and with all that for three people it was very abundant. The wait time was 15 minutes, but when it was time to pay, they tried to overcharge us because we ordered two jugs of chicha and the bill showed three jugs.",7 years ago
1946,474,Segundo Huaman,5,"I always go to this place with my family, because we had a great time and in general everything is very good this time I went with my niece.",6 months ago
1947,475,Sergio Curacachi,5,Great customer service and they help you with advice on fish care :),a month ago
1948,475,miguel angel huaman rivas,5,The service was very good... The manager was very nice... And she knows her stuff xD,8 months ago
1949,475,Roxana Berrocal,5,,9 months ago
1950,475,Rina Danissa Arcela Vilela,5,,a year ago
1951,475,Gerardo Alonso Salvador peña,5,,a year ago
1952,476,Adam Arch,5,"Clean, comfortable, safe area with a nice burger spot nearby and hot water.",2 months ago
1953,476,Francesco Guanilo,4,All good except the water issue on the showers to be able to change the water from cold to hot and vice versa. The service looked pretty basic with people that haven't helped others in a while. Was it because it was Valentines? I don't know.,a year ago
1954,476,Edith,5,Excellent service and quiet place for tourist,4 years ago
1955,476,H. Hilares,5,BBB,2 years ago
1956,476,Manuel Villalobos,4,"Excellent hotel, very comfortable and clean. The service was very good. The only comment is that it doesn't have an elevator, and I stayed on the fourth floor.

Apart from that comment, everything was fine.",a month ago
1957,477,Jose Alberto Torres Paredes,5,,4 months ago
1958,478,felipe adithya,3,"Yes it is a small restaurent cevicheria, space es small, fish foods are very tasty and  good attention",6 years ago
1959,478,JOSE REYES AYBAR,3,Good place to eat ceviche,7 years ago
1960,478,Piotr,5,Zzzzzzzzz,4 years ago
1961,478,Alejandra Valeria Loconi Villafuerte,5,Nice place,9 years ago
1962,478,jorge Lazo,3,Good,6 years ago
1963,479,Christian Leon,5,"Mr. Elias was very kind and knowledgeable. I'm happy with the new fish, aquatic plants, rocks, and food I bought.",a month ago
1964,479,Titan,5,"Beautiful place, the gentleman is super helpful, he explains everything you need to know and is also very friendly.",3 months ago
1965,479,Flavia Cruz (Yuki),5,They explained to me very well how to have and care for a betta.,7 years ago
1966,479,Janet Angelica Chaccha Cuicapusa,5,"The service is very good.. the prices are quite affordable... a little maintenance is needed... but you can find a variety of little fish, axolotl, turtle, etc. everything to have a nice fish tank",a year ago
1967,479,Lilian Chia,4,"It's Lima's first aquarium, a place where you can find a wide variety of fish and other species. I'd been looking for some newts for a while, and I found them. They give you good advice and are very knowledgeable about their subject. They're very friendly. The only thing I don't like is that the space they have to serve their customers is very small. Otherwise, 20 points.",8 years ago
1968,480,Juan Diego Alejandro Escobar Martinez,5,"I found the perfect turtle nest for my turtles. The finishes are top-notch, with a design that really thinks about the well-being of these little friends. I love how it combines the water area with the grass platform where they can rest peacefully. The black frame gives it an elegant touch and the glass is so clear that I can see my turtles swimming around happily all the time. Since I moved them to this new home, they are much more active and curious, exploring every corner. I completely recommend Virtual Aquarium for those looking for quality and the best environment for their aquatic pets.",5 months ago
1969,480,David Soto,5,"Excellent work!!
A good turtle tank with good materials and a quality finish. You can see the dedication and effort in every detail.
Highly recommended.",3 weeks ago
1970,480,Alberto Cruz Villar,5,"Excellent service. Always attentive, they give you the security of being a reliable company, easy payment methods & product delivery. They have fine finishes, good details, especially punctual.
100% recommended.✌🏻",a year ago
1971,480,Renzo Tripe Cortes,5,"Excellent work, finishes and good prices, I made my main partition and sump in a marine aquarium project, I leave you some photos so you can appreciate the quality of the work :D.",a year ago
1972,480,Luis Hugo (Dimonti Eyewear),5,"Hello, the aquariums have an extraordinary presentation, the finish, the details are truly exquisite, and there is absolute seriousness and commitment. I recommend it again",a year ago
1973,481,Cristhian Acosta Bedoya,3,"The bridge serves as a pedestrian link between Barranco and Miraflores. In addition to the bridge, there are additional features such as platforms, paths, and restrooms, which adequately complement the infrastructure. As an aesthetic/sculptural element, the use of appropriate materials, both in terms of color and surfaces, was lacking; I don't see them as functional. The lighting should have been warm or neutral. The cycle path cannot be used by bicycle.",a month ago
1974,481,Gerardo Cortijo,5,"The best experience, security, cameras, people enjoying the excellent views. You have to walk quite a bit since the corridor is quite long, but if you take your time you can see everything. The bridge is beautiful, there are even drones monitoring for security. I recommend taking a walk there!",2 weeks ago
1975,481,Nicolás Velásquez,3,"This bridge has been much criticized for its cost, construction time, and even its color, as it's the same color as the Popular Renewal political party, to which the current mayor of Miraflores, Carlos Canales, belongs. Some claim that the bridge's landscape design (it looks like recycled SEDAPAL pipes) shockingly disrupts the harmony. And be very careful if it's raining or if you're wearing smooth shoes, as the bridge's deck is made of polished cement. Oh, and if you didn't have enough light blue on your day, don't worry, you can marvel at the bollards once you step outside, which Canales sees as green, but I'll leave you with the image.",a month ago
1976,481,David Balbin,5,"It is not only a pedestrian bridge, it is a very useful tourist bridge, helping with rapid transit between the two districts of Barranco and Miraflores.",4 weeks ago
1977,481,QueensBrows Peru,5,"Beautiful in cold weather, and if there's a strong breeze in summer, it must be lovely.",a week ago
1978,482,Keith Moore,4,"This is a nice spot to take some panoramic photos of the Lima coastline.  There are public bathrooms on the walk to the lookout point, and there is a crossing to the beach if you are interested, although the beach is not great here.",2 months ago
1979,482,Shreya Gupta,5,"- Good place with great views
- I don’t think they have a proper beach or clean water that you can go into it but they have parks by the water. So, it’s a good area to visit in the evening by the sunset.
- They have good restaurants too.",4 months ago
1980,482,Jean-Yves Bourdon,4,"Nice view, good place for pictures, it is free to visit",a year ago
1981,482,Bouchedid Josias,3,"Nice view when it's sunny, quite average when it's grey.",a year ago
1982,482,Joel Espino,5,"It's an excellent vantage point for enjoying a panoramic view of the beach. It has a relaxed, bohemian atmosphere, surrounded by urban art, trees, and street music, giving it a very special feel. It's ideal for strolling, taking photos at sunset, or simply sitting and admiring the scenery.",2 months ago
1983,483,SPICY,3,"This bridge itself is pretty standard - about 40 feet long with no major views to speak of. But that's not what makes it special. The real treasure is the shops surrounding it, filled with unique art designs, cool jackets, t-shirts, and bags. It's evolved beyond just a marketplace - it's now a hub for creative expression. While the restaurants nearby are okay, they're not the main draw. The real highlight is the eclectic mix of art and shopping that makes this area worth exploring.",in the last week
1984,483,Desiree McConnell,4,"At the Bridge of Sighs, we lucked out-the garúa had faded, leaving us with clear blue skies and a warm breeze. According to legend, if you hold your breath while walking across the bridge, your wish will be granted; and if you cross it with your lover, you are said to be blessed with eternal love. The surrounding area is delightful, with a cute park, vibrant murals, and intriguing street art that make it a perfect spot to wander and explore. Lovely area to walk around and explore or take your pup out to enjoy.",2 weeks ago
1985,483,Me Lizzy,5,"This is a beautiful tourist attraction in Barranco, Lima, Peru. Don't believe the legend that if you hold the hand of the one you love and cross the bridge while holding your breath, if you make it to the other side you will be together forever... total and utter lie 🤣🤣 Other than that there is a beautiful spot, art, food, and more to see and or eat. It also  leads down to the beach.",4 weeks ago
1986,483,Frank Linskens,4,It’s nice area but unfortunately not as nice as I expected. Church is not lighted and that’s a pity. Would make pictures much more beautiful. Murals are nice.,a month ago
1987,483,t g,5,Great lil artsy area and the vendors there are nice and not pushy. Would have loved to visited in the evening when the bars were open as I think there’s music then.,3 months ago
1988,484,Nais Sanchez,5,"The view from here is GORGEOUS!!! The area is well kept, very clean, and you'll always see Police riding around. Felt very safe. This whole area, if you keep walking, is great all along the coast to walk, ride your bike, and enjoy the sunset. You'll also see a lot of couples sitting or enjoying a small little picnic and taking pictures.",8 months ago
1989,484,Geraint Langford,5,A small patch of the malecon has been planted with shrubs and flowers that attract butterflies; in particular the Monarch. It's lovely!,a year ago
1990,484,Monica Foreign,5,So cute I saw one butterfly due to winter time,a year ago
1991,484,Nicholas Miles,5,😍😍😍,3 months ago
1992,484,Carlos Tarraga,3,"It's a park like any other, with flowers like milkweed, which is food for butterfly larvae, and more grass than in traditional parks. However, it's poorly maintained and has broken signs; it looked like it was being renovated.",4 months ago
1993,485,Kieran Proctor (In Lovely Blue),5,"It’s a great little park on Av. Sucre. Next to the best pizza in Lima. I wouldn’t make a special trip to come and see the cross, but would combine it with a visit to the archeological museum and Plaza Bolivar.

The cross is where the park gets its name. It dates to 1579 and was where pilgrims and travellers would come to ask for safe passage across Peru and around the rest of the Americas.",a year ago
1994,485,Pueblo Libre,5,"This monumental cross, erected in 1579 by Catholic missionaries, stands as a historical landmark. Travelers would stop here to pray for protection on their journey to the port of Callao, a route that was once plagued by bandits.",4 months ago
1995,485,Allison Mayer,3,"Cool, and awesome history, but very tiny, kinda dirty, park.   Worth the photo op if you're in the area but not much else. Don't make a special trip.",8 years ago
1996,485,Lucero Becky Limaylla,5,Safe and quiet place,2 years ago
1997,485,Christian Lostaunau,3,Ok,a year ago
1998,486,Purba Dutta,4,"The Larco Museum in Lima is one of Peru’s finest museums and a must-visit for anyone interested in history and culture. Housed in an 18th-century colonial mansion, it features an outstanding collection of pre-Columbian art, including ceramics, textiles, metalwork, and jewelry from ancient civilizations like the Moche, Nazca, and Inca.

One of its highlights is the world-famous gallery of erotic pottery, which is both fascinating and unique. The museum also offers beautifully curated exhibits with clear explanations in multiple languages, making it easy to understand Peru’s rich cultural heritage. The gardens and café add to the experience, creating a relaxing atmosphere after exploring the galleries.

Perfect for culture lovers, history buffs, and anyone wanting a deeper understanding of Peru before (or after) visiting its archaeological sites.",4 weeks ago
1999,486,Catarina,5,"This museum isn't very big but it has amazing pieces. I would really recommend a guided tour which is offered at an extra 10 soles - it really does a much better job of explaining what we are looking at. Very interesting pieces divided in 3 areas: the main museum (perhaps 5-6 rooms), the erotic gallery, and visible storage. The surroundings are also very nice and there is a great fancy restaurant too. A big tip would be to come early: we got there at 10-ish and had a tour just for both of us; by the time we were going out there were lines for tickets and the museum was very crowded.",2 months ago
2000,486,Marilyn Flores,5,"Lovely place amazing collection of Indigenous artifacts, beautiful displays, and the garden, just stunning small but packed full of wonderful art. It also has a large erotic art section, very Peruvian cultural art, but best to keep the kiddos out of that section. Very nice!",a month ago
2001,486,Johan Björefeldt,4,"Beautiful museum of artifacts from ancient Peruvian civilizations, including ceramics, textiles, and metalwork. The exhibits are nicely curated, and the collection is huge, but for an entry fee of 50 soles I would've expected a bit more variety and some other content than just constant display cases with accompanying text. Very interesting, but after a while it gets a little boring.

Beside the main museum there's a separate exhibit for ""erotic"" artifacts, mainly pottery portraying sexually explicit scenes. It's included in the main ticket price. There's also a souvenir shop and a restaurant on site.

There are explanatory texts in several languages for all exhibits, so English speakers for example can easily follow along. There's also an audio guide available, but this we didn't try. We spent approximately two hours walking through the museum, stopping briefly at most exhibits.",2 months ago
2002,486,Rodney Newton,5,"🌟 An unforgettable experience—leave yourself plenty of time!

Visited on Tuesday, July 1, 2025 with reservations from 5–7pm. We arrived early but were overdue for dinner, so we hit the restaurant before exploring the museum. Though that left us only about an hour inside. Despite the short visit, every detail of the museum, restaurant, and grounds impressed me.

🍽️ The restaurant is beautifully designed—definitely a bit upscale for my “hole-in-the-wall” tastes, but still worth the stop. Prices are on the higher side.
🌺 The grounds are stunning, with vibrant flowers everywhere and photo-worthy views around every corner.
🏺 The museum exhibits are top-notch, A+. What can be said about this collection that hasn't already been said? The quality, detail, and condition of these artifacts that are hundreds and thousands of years old, are second to none. Simply extraordinary. I'd recommend 3-5 hours or more if you really want to absorb and appreciate everything. So I'll definitely be returning for another visit as 1–2 hours isn’t nearly enough.

🗣️ Guided tours in Spanish are available for 10 soles and last about an hour. They didn’t offer English tours during our visit, but I believe they do offer them. They provide self-guided audio devices in English for the same price—I'll try that next time because I'm a fan of moving at my own pace.

🎁 Gift shop: Prices are steep, but it's a welcome addition. Far too many sites in Peru lack gift shops and miss the opportunity to cash in on visitors after the experience. People want souvenirs and they're willing to pay for them!

📍 Overall: This is a must-see destination for anyone visiting Lima. Don’t rush it—plan time to explore, then unwind with a meal or drink afterward.",3 months ago
2003,487,Martina Martinez,5,"A lovely place to visit with kids, there is a free playground, a kid´s bathroom, various food, drink and snack options, an electric train ride possibility, a lagoon wiht paddle boats and an arc from which you have a great view over the surroundings.",6 months ago
2004,487,Kelly Kovacs,5,"Such a fun place to take kids! It’s about 30
minutes from San Isidro neighborhood but well worth it. From the adorable train ride, the lake boats and ducks, and the amazing bouncy fun zone that is massive, there is so much to do here for almost 3 hours. It’s sprawling and well landscaped, it’s truly a nice place to visit with lots to do. It feels non-touristy and more of a local gem.",5 months ago
2005,487,Ljubica Banic,5,"This place is not that big. But big enough to pass a good time. Have a theatre, a small train going around , a beautiful arch that is Spanish ottoman architecture, some beautiful fountains, lots  of different birds, a museum, benches, coffee shops and  entertainment for  kids, is free entrance, I went for  a walk with my father like doing some shopping and we were lost  at this wonderful place. Highly recommend to spend some time in here.",10 months ago
2006,487,Amanda Linton,5,A lovely family place. Enjoyed a little serenity of feeding the birds and watching kids enjoy the playgrounds.,3 months ago
2007,487,Marthy Andrews,4,I love it! Cute not too big not too small. Excellent to have a relaxed afternoon with the family.,7 months ago
2008,488,noemi ruth lorenzo cconislla,5,"Excellent place to walk your dogs (always keep them on a leash because there are children playing, don't forget to pick up after them💩💩💩🐕).",3 years ago
2009,488,Jean Franco Iriarte,4,"Good route, there's an area with a view of the entire city. The path is a bit dark and steep, but you can get there easily.",a year ago
2010,488,Jorge Gómez,5,"I went with a cycling group called Biker People. It was an internal competition. It's excellent for cycling and running, as it's uphill, and it's very beautiful during the day, as you can see much of it from above. That's for sure.
If you go at night, always go in groups of five or more people, as it's a bit dark and dangerous. There is security from the security guards, but it's better to be safe than sorry.",a year ago
2011,488,Laura DIAZ Castillo,5,A place to exercise early in the morning without problems and good slopes,3 years ago
2012,488,R0B0C0P,4,"From this viewpoint, you can see the vast difference between poor Lima and modern Lima. You can see a large part of Lima from a great height. The place is quite lonely.",a year ago
2013,489,John Cobb,5,Good place to walk with your family. Ample space for your kids to run around. My toddler had a blast. I would recommend close toed shoes or shoes with good treads because it can get slippery and you may fall if you aren't careful or if you have mobility issues. It is mostly stroller or wheelchair accessible.,a year ago
2014,489,Carla Ruiz Berger,5,Nice place to come for a walk!,5 months ago
2015,489,Rayza Cueto,4,"A very beautiful place to visit. You can walk around the lagoon with the ducklings. The walk seemed a bit short, but the view was very pleasant.",3 months ago
2016,489,Brhyan Capcha,5,"Friendship Park is a great place to have fun alone or with others. It has many attractions, making it highly recommended for everyone.",2 years ago
2017,489,Dixter Salas Amaringo,5,Nice place to be with family,a year ago
2018,490,Mauro Amoroso,4,Nice green oasis in the middle of the city. It's full of public exercise machines. It's a nice quiet place to relax or make some physical activity,5 years ago
2019,490,Trekkambia,4,"Great place! It's an ecological option for a while, you can have a great view of the city of surco. Nice spot for running and jogging.",7 years ago
2020,490,Jerry Thomas,5,This is a very nice park to walk in. The only downside was when the Seranazgo (neighborhood police) drove their vehicle into the park and instead of politely asking people to move off the path they initiated their warning siren. How stupid is that? Welcome to Peru....the land of noisy and inconsiderate people.,7 months ago
2021,490,Geraint Langford,5,"I really like what they have done to this park. The hill contains numerous pathways, taking you through many native trees and flowering shrubs. A good place to watch birds in Lima. There is a flat area with grass at the eastern edge of the park for picnics.",2 years ago
2022,490,Marisol Alvarado,5,Good place to walk and workout among nature. Great view of sunset during summer time. Free entrance. It's also a good playground for children. Many families visit it on Sundays. Highly recommended.,6 years ago
2023,491,Aleksandr Ivanov,5,,a year ago
2024,492,A Aguirre,3,Really cold water on a cloudy day. Hard to access because of stairways. Needs more upkeep,a year ago
2025,492,Fernando Augusto Sanchez,3,"This beach is private...it is located behind the Morro, and can be reached via the Spider Pass, which is reached by walking along the rugged coast from the Horseshoe, bordering the cliffs of the Morro...on this beach there are vestiges of a tower from the time of the war between Chile and Peru...",6 years ago
2026,492,Raul Hayball,3,"The route to La Chira via La Herradura beach is adventurous and of medium risk. The beach itself is pretty, clean, the sea is rough. I haven't seen any swimmers. It doesn't have any services and the AAHH population is at the back on the hill. I don't know how safe it is.",7 months ago
2027,492,Edgar Poe,5,"An adventure to get to this beach, I definitely had a lot of fun",a month ago
2028,492,Ricardo Respaldiza,4,I went for a run on this beach and spent a pleasant moment of peace and tranquility. The sound of the beautiful sea and the absence of people allows it to be clean.,6 years ago
2029,493,Brian Cooper,4,"I love walking from San Miguel to this spot in Chorrillos! It's a bit secluded and a little bit steep of a climb, but the view is fantastic. Close by are the planetarium, the statue of Christ of the Pacific, and the higher points of the communication antennas at about 1.2k meters altitude. Be sure to take water with you if you go on up from the cross tower, as it's not always available. Many bikers use the great trails out in the morro.",a year ago
2030,493,Damon McNeil,4,"This place is really cool. It provides a good lookout of the ocean and a good bit of Lima. The cross is pretty cool when lit up at night, however, this is a pretty sketchy place to be at night. I would only recommend being there at night if you are with a pretty large group. We were in a group of 5 and were warned by a kid that if we walked up the road much further from here, we'd definitely get mugged. It makes for nice pics though, so it could be worth it :)",7 years ago
2031,493,Arturo Marcos Pantoja,5,Nice view,3 months ago
2032,493,Bleuet T,5,Spectacular scenies and view of Lima Baie,2 years ago
2033,493,Hugo Escalona,5,Cool view and nice roads for training up and down.,6 years ago
2034,494,Rob -,5,"Our English speaking guide was wonderful. We learnt so much. The staff do a fantastic job looking after the reserve. Plenty of birds and other wildlife to see.

You can only explore the reserve with a guide. I recommend booking the boat tour.",11 months ago
2035,494,jorge Lazo,5,Relax,9 months ago
2036,494,Jose Carlos Munoz Arellano,5,Magical nature,a year ago
2037,494,Scarlet Salas,3,"I really expected much more from this place. The hike isn't much, as it's quick and there isn't much to see along the way. The most worthwhile option is the catamaran ride, which costs extra and is where you can actually see a few more birds, although I don't know if it was when I went in late May when there were few more because it was autumn. The most abundant are the red-crested pochards and vultures, which were abundant. Admission is by group, and in my case, it took a while because there were only two guides.
The wetland, because they indicated it's not a swamp, is organized and clean. But for the entrance fee plus the extras you have to pay, it seems expensive to me, as what you'll see isn't dazzling. You'll see more birds in the adjacent areas and in that neighborhood, which is on the side, called Brisas de Villa.

It's very expensive for entertainment. Note that children under 5 also get bored quickly.",4 months ago
2038,494,Giulia Zárate,5,"This weekend, I had the honor of participating in the Pantanos de Villa Wetland Cleanup Day, organized by the Municipality of Lima and PROHVILLA. 🌿

This experience not only allowed me to contribute to the care of a vital ecosystem for Lima, but also to connect with other people committed to the environment.

Furthermore, this activity is part of my participation as a volunteer in the ""I, an Environmental Promoter 2025"" program of the Ministry of the Environment (MINAM) 🌎✨, a space where young people take on the challenge of building a greener and more just country from within our communities.",2 months ago
2039,495,Mathieu Soetens,1,"This is a big joke. They will force you to have a guide who doesn't know well his birds for 30 or 50 soles and will limit your time in the reserve. Summary, you end up with a noisy group with a ridiculously short boat trip and miss the birds.",a year ago
2040,495,Lionesse Davidov,5,"Very nice tour through the natural park, worth it!",3 years ago
2041,495,Ricardo Coronel Zegarra,5,,a year ago
2042,495,Jorge Portugal Salgado,5,,a year ago
2043,496,César Augusto Carpio Saavedra,5,"The Hidden Grotto of Chorrillos, the place is very beautiful, it is worth the effort that has to be made to get there, but it is worth it. It is a 30 to 40 minute path from La Chira Beach, along the cliff, this path is a little dangerous, in most sections, so you have to do it calmly, in the area apart from the Grotto, you will find many caves, preferably visiting in a group.",2 years ago
2044,496,Need Dark,5,,3 weeks ago
2045,498,Thilo Boeck,4,Calm water and rather clean beach during weekdays. In summer it gets really crowded but nice and relaxed,8 months ago
2046,498,Marco,4,Nice beach and fish market,a year ago
2047,498,Francisco R-58,4,"A very nice place. The municipality organizes sports activities. It's recommended to go in the mornings rather than in the afternoons. Although there aren't many restaurants nearby, the only one is the seafood restaurant next door. If you want to eat something else, you have to walk up several blocks to barely find a restaurant. And at the main entrance, on the left side as you enter, there's a very, very neglected area.",4 months ago
2048,498,Alexander Geyrhofer,2,"I can't understand anyone who likes the beach.  Firstly, right on the street, crowded and extremely loud. Apparently everyone wants to be the best DJ and turns up the boombox, regardless of whether anyone wants to hear it or not. Umbrella costs 30 soles per day. Some beach vendor is shouting every minute. So you can't relax there.",5 months ago
2049,498,Miguel Mejía Castro,5,"One of Peru's most beautiful popular beaches. It's part of the Costa Verde circuit, and I recommend visiting Monday through Friday, starting at 4 p.m., as it's very crowded on Saturdays and Sundays. Photo: @miguelmejiacastro",8 months ago
2050,499,Lisandra Braz,4,"We had a wonderful day. Perfect place to spend the day with kids in Lima. We went as a family group ages from 2-17 kids/teens and 42-74 adults. Everyone had a great time with games, rides, the pools, and waterslides. We also enjoyed visiting the farm animals. We spend >6h and didn't see everything (mostly because we spend a lot of time in the waterpark).",5 months ago
2051,499,Lizett Canari,5,"Such a cute place to visit with the kiddos, a lot of restrictions around pools unlike waterparks in other countries, e.g no walking with shoes or must have bathing suits on before walking inside pool area and no using hot tub after 4pm on weekdays, but putting those aside definetely makes it worth going with the kids for a nice outing.",6 years ago
2052,499,Samuel Zavaletta,3,"A small amusement park. They've got some animals, and you can feed them food you buy at the park, so that was nice. It's not in a good part of town though.",2 years ago
2053,499,Denisse Hidalgo,5,More than worth it!!! Only a $20 all access pass!!!! Lots of fun and big!!! The earlier you arrive the best it is to take advantage of everything there is to do in there!!!,7 years ago
2054,499,Stefano Mannucci,1,"This was a nightmare, they asking you id, even if you have kid they don’t let you bring food for them, one hour to enter, they don’t allow you anything.",7 months ago
2055,500,Jose Chavez,5,Nice place and good view.,3 years ago
2056,500,Ruben Caminos,2,"Total chaos, an elderly manager over 80 years old, his secretary is a street vendor who sells at the door. Total improvisation. This is my third Sunday because they open whenever they want at 11 am and there are no tickets. I posted a complaint because on social media they claim that tickets are sold just before the show, but that's not the case. Children are the most disadvantaged. Tickets cost 10 soles even though the ticket says ""donation S/6."" We got a third shift at the insistence of a group of people. That day there were easily more than 120 people, and this is a private association. A lot of money comes in without declaring income.",7 months ago
2057,500,César Salazar Oré,5,Excellent site and the virtual exhibition is a great audiovisual breakthrough of what the cosmos is like with its infinite number of galaxies... Go see it and its museum is recommended for the general public.,4 months ago
2058,500,Ana Paola Gálvez Pasco,5,"At first, it seemed like a strange plan, but we really had a great time. The show was exciting (it's like a simulation), and the exhibits with telescopes, aliens, and more were great, especially for the kids. Plus, the view of the Sun's Head is incredible 💯👽🚀☄️
You can go up by car or on foot (the climb is quite tiring, but worth it).
P.S. The shows are on Sundays (one at 11:45 and the other at 12:45). It gets crowded, so it's best to arrive early).",a year ago
2059,500,Cristina Zamora,4,"A wonderful experience. I went with my then 4-year-old son. I would go again at least once every year and a half.
The dome you enter is small, and the explanations are very good, as is the music selection. They leave you with a few questions or brief inquiries so you can personally search for more information, and that's invaluable because it inspires you to want to know more.

It has a small museum where you can take photos.",7 years ago
2060,501,Elias Chelala (Chewy),5,"Monumento al Soldado Desconocido is a poignant and thought-provoking memorial that pays homage to the unknown soldiers who sacrificed their lives for a greater cause. Situated in a serene and well-maintained park, the monument exudes a sense of solemnity and respect.

The design of the monument is both striking and evocative, capturing the essence of the anonymous heroes it commemorates. The intricate details and symbolism incorporated into the sculpture provoke deep reflection on the profound impact of war and the sacrifices made by countless individuals who remain nameless.

The surrounding landscape adds to the overall ambiance, providing a peaceful setting for contemplation. The well-kept gardens and pathways create a tranquil environment, allowing visitors to pay their respects in a setting that encourages quiet introspection.

What sets this monument apart is its ability to convey a universal message about the collective sacrifice of soldiers, transcending national boundaries. It serves as a reminder that, regardless of nationality or background, the human cost of conflict is shared by all.

Visitors will appreciate the informative plaques and displays that offer historical context, enriching the experience with a deeper understanding of the monument's significance. The accessibility of the site, along with clear signage, makes it easy for both locals and tourists to find and appreciate this meaningful tribute.

Monumento al Soldado Desconocido is more than just a physical structure; it's a testament to the enduring spirit of those who gave their all without recognition. Whether you come to reflect on the history it represents or simply to enjoy the peaceful surroundings, this monument is a must-visit for anyone seeking a meaningful and contemplative experience.",a year ago
2061,501,Bo,4,"This was the final destination for my biking tour from Miraflores to Chorillos. You have a great view of the city and the ocean at the top. The slope could be a bit steep for some bikers, but manageable for most. I recommend this if you want to explore places outside Miraflores.",a year ago
2062,501,Étienne Senécal,5,"The view from Lima and the beach on the other side are amazing! We walked from the Herradura beach and although it was a rough climb, we really appreciated the view! You can also go there by taxi or moto taxi! Worth the ride in my opinion!",a year ago
2063,501,David Berm,5,Absolutely great view and awesome spot for pictures. Highly recommend.,a year ago
2064,501,Elizabeth Dickens,4,Great view of 6 Burroughs of Lima city.  Arrived here via bike.,2 years ago
2065,502,Andrés García,4,"I liked the place and the fact there are many restaurants you can visit. Unfortunately, there are not many places nearby you can visit but they are quiet spaces to go with your family or friends.",4 years ago
2066,502,Rocio Gabriel English Time,4,"Very sunny, clear, safe and people with distance. I suggest this park.",4 years ago
2067,502,frank davila,5,Nice place goormet place to eat,6 years ago
2068,502,Maria del Pilar Pilares,4,Important square on the district of Chaclacayo.,6 years ago
2069,502,LUIS ASUNCION PACHECO RENGIFO,5,Beatiful place,a year ago
2070,503,Constancio Soto,5,Lovely park for a stroll or to take the kids.,8 years ago
2071,503,SebastiánRZ,4,Lmao,a year ago
2072,503,Frank Davila,5,"Beautiful park , nice place to be with the kids",6 years ago
2073,503,david gonzales,5,One of the best parks around,4 years ago
2074,503,frank davila,5,Beautiful park for the family fun,6 years ago
2075,505,Scot Thom,5,"Great hike in Los Olivos (north of Lima).  You can take a taxi to the base or walk up the street from the Thomas Vale bus station.

At the end of the road (dead end) turn right and then take the stairs on the left up the hill and follow the arrows.

Great views of the city.  It can be very hot after 9:30am so be sure to bring lots of water.

Going up is fairly easy, however if you decide to go past the big rock outcrop, it can be a little difficult coming back down.   As well, not all of the trail is public - part is owned by the Army so trek at your own risk.

If you use Strava, you can see the trails that most people use.",3 years ago
2076,505,Antonio Idrogo,4,"I arrived there to access and do a Trek to the Lomas de Amancaes, Lomas de Independencia and the Mirador. I didn't know they were planting trees there, a very good initiative from whoever is doing it and promoting it, in a few years it will have been rescued and created a green lung within our concrete jungle.",10 months ago
