title,text,rating,date_original,year,month,visit_category,language,tokens_count,keywords,id,sentiment_overall,sentiment_score,type,review.review_id,review.title,review.text,review.rating,review.date_original,review.year,review.month,review.visit_category,review.language,review.sentiment.overall,review.sentiment.score,review.tokens_count,review.keywords,data,dtitle,name,source_id,review_id,business_unit,trip_type,author.name,author.country,location.name,location.city,location.country,tour_id,reviews,isFake,fakeReason,data.title,data.text,data.rating,data.date_original,data.year,data.month,data.visit_category,data.language,data.sentiment.overall,data.sentiment.score,data.tokens_count,data.keywords,detailed,año,mes,titulo,texto,calificación,fecha_original,categoría_visita,idioma,conteo_tokens,palabras_clave,sentimiento.general,sentimiento.puntuación,detailed_analysis.step_1_review_id,detailed_analysis.step_2_title,detailed_analysis.step_3_text,detailed_analysis.step_4_rating,detailed_analysis.step_5_date,detailed_analysis.step_6_language,detailed_analysis.step_7_sentiment,detailed_analysis.step_8_tokens_count,detailed_analysis.step_9_keywords,final_output.title,final_output.text,final_output.rating,final_output.date_original,final_output.year,final_output.month,final_output.visit_category,final_output.language,final_output.sentiment.overall,final_output.sentiment.score,final_output.tokens_count,final_output.keywords,a,b,c,d_original,e,f,g,h,l,m,i.j,i.k,tags,reviewer.name,reviewer.country,reviewer.total_reviews,property.property_id,property.property_name,property.brand,property.address,property.stars,property.property_type,stay.check_in,stay.nights_stayed,stay.room_type,stay.num_guests,stay.num_rooms,stay.purpose,stay.travelers,ratings.cleanliness,ratings.comfort,ratings.location,ratings.facilities,ratings.staff,ratings.value_for_money,ratings.wifi,ratings.avg_rating,ratings.max_rating,trip_info.source,trip_info.trip_type,trip_info.device,trip_info.helpful_votes,a2,reviewId,author,authorUrl,authorImage,review,ratingDate,numHelpful,labels,pics,reviewLink,pubdate,is_verified,source,hotel_name,city,country,gfg,gpt,prompt_tokens,completion_tokens,total_tokens,stays,trip_date,trip_composition,stay_duration,languages,version,photos,helpful_count,responses,product_info,reviewer.user_image,reviewer.username,reviewer.url,reviewer.age_group,reviewer.language,reviewer.is_verified,reviewer.contributions,reviewer.location,reviewer.first_review,reviewer.last_review,reviewed.id,reviewed.title,reviewed.description,reviewed.url,reviewed.photo_count,reviewed.location,dates.review,dates.property,dates.collected,duplicated,similarity_score,original_review_id,reviewer_similarity_score,metadata.reviewer_name,metadata.reviewer_location,metadata.reviewer_contribution_count,metadata.reviewer_helpful_count,metadata.reviewer_avatar,stars,date,required,properties.title.type,properties.text.type,properties.rating.type,properties.date_original.type,properties.year.type,properties.month.type,properties.visit_category.enum,properties.language.type,properties.sentiment.type,properties.sentiment.properties.overall.enum,properties.sentiment.properties.score.type,properties.sentiment.required,properties.tokens_count.type,properties.keywords.type,properties.keywords.items.type,a5d5a,gpt4o,total_reviews,detailed_analysis,dtext,drating,ddate_original,dyear,dmonth,dvisit_category,dlanguage,dtokens_count,dkeywords,dsentiment.doverall,dsentiment.dscore,d1e1a2c,t,r,d_o,y,v_c,t_c,k,s.o,s.sc,reviewer,reviewer_city,reviewer_country,dato_original,d11a2b3c,d,dual,message,properties.visit_category.type,properties.sentiment.properties.overall.type,properties.sentiment.properties.score.minimum,properties.sentiment.properties.score.maximum,properties.keywords.minItems,properties.keywords.maxItems,d7e4b1a,a123,titl3,categoria_visita,sentimiento.puntaje,groomer_id,groomer_name,groomer_image_thumb
"ATTENSION: DO NOT JOIN THIS TOUR, TERRIBALE SERVICE, UNPROFESSIONAL","DO NOT RECOMMEND!!After paid and confirmation from viatour, we waited for our hotel pick up time from the tour company. no communication whatsoever, then we tried to call, dirctly to voice mail. Tour day, we waited at hotel lobby at 4:45am, then we have got call at 5:15am from tour company, that our tour has been canceled due to inefficent people join.They offer us to pay extra 30US dollar per person for a private tour.THIS IS NOT A TOUR COMPANY, THEY ARE FRAUD, LEAVE YOU TO THE LAST MINUTE, GIVE YOU NO CHOICE THEN ASK YOU FOR MORE MONEY.If you read my review and still join this tour, good luck my friend, to prepare for your miserable and unperfesional service.",1.0,Jan 2020,2020.0,January,Unknown,en,112.0,"['tour', 'company', 'call', 'canceled', 'pay', 'extra', 'fraud', 'unprofessional', 'communication', 'private']",744,negative,-0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donât understand the importance from a tourist visiting in.,"As a tourist we plan our visit to the country in a schedule time. Unfortunately this tour was cancelled at the last minute by the tour company due other people from the tour group have got sick, we understand and we are sorry that the others couldnât attend the tour but that is not our problem and we were ready to go. The tour company cancelled and suggest us to pay extra $35 each if we still want to attend the tour, meaning they would be able to do the tour but they wonât because others wonât attend which we think is unfair. Although We tried to negotiate paying for one the extra charge and attending two which they denied and cancelled the tour, disregarding us totally and not seeing our point of view as a tourist. We are very disappointed the way we were treated.",1.0,Jan 2020 â¢ Friends,2020.0,January,Friends,en,119.0,"['tour', 'cancelled', 'tour company', 'extra', 'disappointed', 'sick', 'negotiate', 'treated', 'pay', 'visiting']",745,negative,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great and social trip,"This is a really well-organised and intensive trip!We visit the islands outside of Paracas, the desert in Huacachina and Pisco-destillery in the end.It is a day-trip from Lima, which means that it is possible to explore a lot in a limited time.The guiding is very good, and the guests are an international mix, making it possible to make new friends. The trip is done by a minibus, so the group size is also not too largeThe trip lasts a long time. We left the hotel at 5am and was back at 10pm, so I recommend to bring a bag with things that you could possible need for a long day by the seaside and in the desert",5.0,Dec 2019 • Solo,2019.0,December,Solo,en,110.0,"['trip', 'desert', 'lima', 'pisco', 'huacachina', 'paracas', 'minibus', 'guide', 'seaside', 'international']",746,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horrible Experience,I bought two tickets to this experience and when I showed up there was no one there and all of the doors were chain locked. I have been trying to get ahold of them for a week to either reschedule for when they are open or get a refund. I have left both voicemails and emails and no one has responded to me. 0/10 recommend,1.0,May 2021 • Friends,2021.0,May,Friends,en,64.0,"['tickets', 'experience', 'showed', 'locked', 'refund', 'reschedule', 'voicemails', 'emails', 'responded', 'recommend']",747,negative,-0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A magical Peruvian experience!,"I learned a lot about Peruvian gastronomy and culture, and I really enjoyed Peruvian experience, it was my first time eating Peruvian food so I loved it!Staff was extremely kind and made me feel as if I were at home, especially Andres, who had his eyes on us all the time during the whole experience, he was also very patient when answering all our questions. He made me feel at ease!100% recommended!",5.0,Dec 2019,2019.0,December,Unknown,en,73.0,"['peruvian', 'experience', 'gastronomy', 'culture', 'food', 'staff', 'kind', 'andres', 'patient', 'recommended']",748,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family vacation,If you visit Peru and want to find out more about their culture this is one of the places to go and do it. Tells you a lot about their history and culture,5.0,Dec 2019,2019.0,December,Family,en,42.0,"['peru', 'culture', 'history', 'visit', 'places']",749,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excelente for Solo Travelers,"The Peruvian experience was amazing and worth the money. The guides are able to present in bother English and Spanish. If you are traveling alone, having a group experience is nice. I never felt like I wasn't a part of the group, during the tour, and it was super fun to get to know new people. Pro tip: the chocolate museum (el museo de chocó) near parque Kennedy has 25% off coupons for the experience. Also, if you're a foreigner, do not forget your passport or a picture of your passport to participate in the experience. Enjoy!",5.0,Jan 2020 • Solo,2020.0,January,Solo,en,96.0,"['peruvian', 'experience', 'guide', 'traveling', 'group', 'tour', 'chocolate', 'museum', 'passport', 'fun']",750,positive,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnifique !,"Very well done and super fun :) As a Peruvian I totally enjoyed discovering the influences of foreign cultures into our cuisine,",5.0,"Written December 27, 2019",2019.0,December,Unknown,en,21.0,"['peruvian', 'cuisine', 'cultures', 'discovering', 'fun', 'enjoyed', 'influences', 'foreign']",751,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent Experience!,Me and my family got together in Lima and went together to the Peruvian Experience since it was very well recommended to us. We really had a great time and is surpassed every expectation. Top quality!,5.0,Oct 2019 • Family,2019.0,October,Family,en,38.0,"['peruvian', 'experience', 'family', 'lima', 'great', 'time', 'recommended', 'quality']",752,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Awesome Experience!,"Came to Peruvian Experience with business colleagues. Had an outstanding time learning about gastronomy, history, and culture of Peru. A must visit!",5.0,"Written August 28, 2019",2019.0,August,Business,en,27.0,"['peruvian', 'experience', 'gastronomy', 'history', 'culture', 'peru', 'must', 'visit', 'colleagues', 'learning']",753,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incredible Highlight Tour of Peruvian Cuisine and Culture!,"I recently visited the Peruvian Experience with my wife and a few friends. We did the full guided tour, which covers some cultural background information similar to a museum, a series of short movies, a Pisco Sour cocktail workshop, a ""make your own ceviche"" cooking workshop and then a tasting of the most representative dishes of Peru.We really had a great time and the two hours went by very fast. The staff was incredibly friendly and joyful. The food was amazing, and I certainly recommend not eating prior to this tour, as you will be getting a very full meal.I recommend this tour to anybody visiting Lima. The price is excellent in comparison to what you receive and you will have a great time.",5.0,Aug 2019,2019.0,August,Couple,en,120.0,"['peruvian', 'tour', 'ceviche', 'pisco', 'sour', 'cuisine', 'culture', 'food', 'staff', 'lima']",754,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worth every penny!,We had a great time. The hospitality was second to none. The whole staff was very enthusiastic and really enjoyed their jobs. The food was excellent. Overall it was a tremendous experience.,5.0,Jul 2019 • Friends,2019.0,July,Friends,en,44.0,"['great', 'time', 'hospitality', 'staff', 'enthusiastic', 'jobs', 'food', 'excellent', 'experience']",755,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incredible Experience!!!!!,7+ stars... Amazing staff- with Cesar as our guide😊 Highly recommended for every visitor to Lima!! My mouth/taste buds have been stimulated like never before in such an unexpectedly fantastic way!,5.0,"Written June 25, 2019",2019.0,June,Unknown,en,36.0,"['incredible', 'experience', 'cesar', 'guide', 'lima', 'recommended', 'taste', 'buds', 'stimulated', 'amazing']",756,positive,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magic experience,"An amazing and magical place to visit with friends, plus you can take good photos and have a unique experience!! I recommend it.",5.0,Sep 2024 • Friends,2024.0,September,Friends,en,28.0,"['magic', 'amazing', 'place', 'visit', 'friends', 'photos', 'unique', 'experience', 'recommend']",757,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exciting,Very good overall service from the whole team. It was an interesting walk full of history. The widely recommended,5.0,Oct 2024 • Couples,2024.0,October,Couple,en,23.0,"['good', 'service', 'team', 'interesting', 'walk', 'history', 'recommended']",758,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Awesome day, awesome guide!","We had such a great time on the tour with Juan as our guide! He was super knowledgeable about the history of the site and shared it in a really interesting way that kept us hooked. Juan’s storytelling made the ancient cultures feel so real. The tour was well-planned, with plenty of chances to explore and ask all the questions we had. We left with a whole new appreciation for Peru’s history. Big thanks to Juan for making the day so fun and memorable!",5.0,Aug 2024 • Couples,2024.0,August,Couple,en,103.0,"['juan', 'tour', 'guide', 'history', 'storytelling', 'peru', 'ancient', 'cultures', 'well-planned', 'memorable']",759,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great tour,I was very pleased to be in this tour. Me and my family enjoy it and learn about te peruvian culture. It was a really nice experience and recomend it!,5.0,Sep 2019 • Family,2019.0,September,Family,en,34.0,"['tour', 'family', 'peruvian', 'culture', 'nice', 'experience', 'learn', 'pleased']",760,positive,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCELLENT!,"Great trip especially because IFB the service provided. Very friendly, informed and charismatic persons with a particular way of traveling, really unique. 100% recommended.",5.0,Aug 2019 • Friends,2019.0,August,Friends,en,34.0,"['trip', 'ifb', 'service', 'friendly', 'charismatic', 'unique', 'recommended']",761,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huaca Tours,"Great tour of the huacas in pachacamac and Lima, very friendly guide, awesome food and very knowledgeable of the history of these pre inca civilization. I recommend it to everyone.",5.0,Sep 2019 • Friends,2019.0,September,Friends,en,39.0,"['huacas', 'pachacamac', 'lima', 'guide', 'food', 'history', 'inca', 'civilization', 'tour', 'recommend']",762,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing tour,"Excellent service!! Super friendly people, they helped us with everything we needed. Everything was on time too. I would absolutely recommend this tour for anyone.",5.0,Aug 2019 • Friends,2019.0,August,Friends,en,36.0,"['excellent', 'service', 'friendly', 'helped', 'recommend', 'tour', 'people', 'time']",763,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A very,"Nacho is an amazing guide, and the tour was very well organized! He speaks good english, and is easy to communicate with! He gives a detailed description of the history of the ruins, while keeping it interesting. He also answered every question we had along the way.Me and my friend was very pleased with the tour. Worth every penny!",5.0,May 2019 • Friends,2019.0,May,Friends,en,60.0,"['nacho', 'guide', 'tour', 'english', 'history', 'ruins', 'organized', 'questions', 'friend', 'worth']",764,positive,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great experience,"I loved my tour with our guide Nacho! Communication before was effortless and everything was organised really well. On other tours I sometimes have trouble staying interested throughout the whole thing, but our guide was so funny and engaging it was impossible to get distracted. Would highly recommend!",5.0,May 2019 • Friends,2019.0,May,Friends,en,76.0,"['nacho', 'tour', 'guide', 'communication', 'organised', 'funny', 'engaging', 'recommend']",765,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Very good tour,"I definitely recommend this tour, the guide is very well prepared and pleasant to stay with, I very enjoyed my time, if you have the chance give it a chance you'll not regret it",5.0,Apr 2019 • Solo,2019.0,April,Solo,en,38.0,"['tour', 'guide', 'recommend', 'enjoyed', 'chance', 'pleasant', 'time']",766,positive,0.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
line cutting in the DR,"The women there think nothing of cutting in front of you in line. for them its a rite of passage. to deny the gringo of his place in line. Im not one for taking things lying down. A young woman rudely butted in line and went ahead of me, she looked back at me, silently daring me to say something while she arrogantly preened herself, thinking i would do nothing. I said, in Spanish, ""Excuse me, I didn't wait here for half an hour to be cut off in line. Move it or lose it,"" She was shocked that a gringo could speak her language and call her on her rudeness. She bowed her head and apologized and quickly disappeared. It just goes to show that rudeness, if it is allowed to fester, takes root in the culture as ""normal"".",3.0,Jul 2024 • Family,2024.0,July,Family,en,123.0,"['line', 'cutting', 'gringo', 'rude', 'spanish', 'apologized', 'culture', 'rudeness', 'wait', 'daring']",767,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lots of Creepy Fun!,"We had an absolute blast with our guide Renzo! We were picked us up at our Airbnb, which was very convenient and appreciated.It was just the three of us so we got a delightfully personalized tour. We love the creepy and macabre, and so does Renzo, so he was excited to give us all the details (and we also shared our favorite horror movies). The catacombs at the monastery were fascinating. The cemetery portion was also fantastic as we got to hear all kinds of stories about some of the (in)famous residents, from presidents to witches to miracle children.Overall, we highly recommend this tour!",5.0,Jan 2024 • Couples,2024.0,January,Couple,en,144.0,"['renzo', 'creepy', 'macabre', 'catacombs', 'cemetery', 'tour', 'guide', 'horror', 'movies', 'presidents', 'witches']",768,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Don’t miss one of the most beautiful parts of the city. Not creepy at all, it was beautiful","This was a fantastic to hear. You start out for the best rate in a very high-class bus from your hotel to the Sittercity, you get to see the central plaza in old town which is marvelous. Unfortunately, due to Covid, it was closed he could not walk through it but you could see it from all angles from the sides. Architecture was fantastic and meet for some great photos. He then proceeded to an old church and get a tour of the church, followed by the catacombs underneath with your full of bones from several hundred  years. This is a fascinating tour underneath the church, through old brick lined tunnels and passages.After that, a bus ride again. You go to an old abandoned cemetery which is absolutely beautiful. In other cities, they would charge a huge amount to tour these lovely statuary and old Graves. Arturo was able to point out interesting characters from the history of Peru buried here. This included several past presidents, and other large mausoleums which were amazing to see.Whole tour was about 45 hours and definitely money well spent. One of most beautiful parts of the city, and apparently no one goes here – we were the only people on the cemetery part of the tour in the entire cemetery, which seems to be miles in each dimension. I would say this is a don’t miss tour.",5.0,"Written August 1, 2021",2021.0,August,Unknown,en,257.0,"['cemetery', 'church', 'catacombs', 'arturo', 'tomb', 'tour', 'beautiful', 'plaza', 'presidents', 'peru']",769,positive,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
