event_id,title,category,location,date,event_status,days_until_event,temporal_weight,ticket_availability,organizer
71098,TROPICAL,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-06,Pasado,-50.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71556,Caminata Dame esos 5K,sports,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-09,Próximo,14.0,1.5,available,"ción con 55 años trabajando cada día para construir un país más próspero y lograr cambios duraderos en las vidas de las personas vulnerables, lidera la caminata solidaria “Dame esos 5K”, una iniciativa que busca"
71445,Estado de Ficcion: La boca del lobo,cine,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-27,Pasado,-29.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71874,RILUX EN VIVO - LIMA,stand-up,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-11,Futuro,46.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
66394,PAYAPALUZA SOMOS EL MUNDO,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-10-18,Pasado,-8.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
70927,Buenazo Fest 2025: Vive el festival gastronómico en Lima - Buenazo Fest 2025: Vive el festival gastronómico en Lima,buenazo-fest,Lima,2025-10-04,Pasado,-22.0,0.8,unknown,"tion"",""name"":""20/20 ENTERTAINMENT E.I.R.L."",""url"":""https://prime.joinnus.com/landing/buenazo-fest""},""seller"":{""@type"":""Organization"",""name"":""Joinnus"",""url"":""https://prime.joinnus.com/landing/buenazo-fest"",""logo"":""https://cdn-projects-build.joinnus.com/jweb-public-front/production/static/images/joinnus-v2.svg""}}"
71249,Después de la Influencia 2º Edición,entertainment,"Peru, Miraflores, Lima, Perú, San Isidro",2025-10-28,Próximo,2.0,1.5,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""EXITO COMUNICACIONES S.A.C.""}}"
71867,EXPO MANUALIDADES INTERNACIONAL LIMA NAVIDAD,art-culture,"Peru, Miraflores, Lima, Perú, San Isidro",2025-10-07,Pasado,-19.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""Expo manualidades internacional""}}"
71787,HALLOWEEN ESTE 31 DE OCTUBRE EN LA ISLA DEL PARAISO,party,"Peru, Miraflores, Lima, Perú, San Isidro",2025-10-31,Próximo,5.0,1.5,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""PEISHOT PRODUCCIONES EIRL""}}"
71010,EL TIEMPO TODO LOCURA,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2026-02-05,Futuro,102.0,1.0,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ASOCIACION CULTURAL ARTES UNIDAS ACAU""}}"
71401,HOLA LIMA FEST 2025 – Entradas disponibles en Joinnus - HOLA LIMA FEST 2025 – Entradas disponibles en Joinnus,hola-lima-fest-2025,,,Futuro,,1.0,unknown,
71818,"1er Festival de Egresados UPC - ""El daño que nos hacemos""",theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-26,Pasado,-30.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ADVENEDIZO DIGITAL E.I.R.L.""}}"
70506,EL RINCÓN DE LOS MUERTOS,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-11,Pasado,-45.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU""}}"
69300,Eros Ramazzotti World Tour - Una Historia Importante – Entradas disponibles en Joinnus - EROS RAMAZZOTTI WORLD TOUR - UNA HISTORIA IMPORANTE,erosramazzotti2025,Lima,2025-11-24,Próximo,29.0,1.5,unknown,"tion"",""name"":""LA BOVEDA PERU S.A.C."",""url"":""https://prime.joinnus.com/landing/eros-ramazzotti-world-tour""},""seller"":{""@type"":""Organization"",""name"":""Joinnus"",""url"":""https://prime.joinnus.com/landing/eros-ramazzotti-world-tour"",""logo"":""https://cdn-projects-build.joinnus.com/jweb-public-front/production/static/images/joinnus-v2.svg""},""performer"":[{""@type"":""MusicGroup"",""name"":""Eros Ramazzotti""}],""offers"":{""url"":""https://www.joinnus.com/events/concerts/lima-eros-ramazzotti-world-tour-una-historia-importante-69300/canje"",""priceCurrency"":""PEN"",""availability"":""https://schema.org/InStock"",""validFrom"":""2025-05-13T00:00:00-05:00""}}"
71347,STICK TO YOUR GUNS & BANE Show Especial,art-culture,"Peru, Miraflores, Lima, Perú, San Isidro",2026-05-07,Futuro,193.0,1.0,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
70826,RIVERS OF NIHIL Show Especial,art-culture,"Peru, Miraflores, Lima, Perú, San Isidro",2026-02-03,Futuro,100.0,1.0,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71012,LAS VECES QUE NO (TE) DIJE TE QUIERO,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2026-02-02,Futuro,99.0,1.0,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ASOCIACION CULTURAL ARTES UNIDAS ACAU""}}"
71491,prueba asientos,entertainment,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-29,Futuro,64.0,1.1,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""SANDY MARLY CIQUERO CHOQUE""}}"
69311,Lasso en Lima – Entradas disponibles en Joinnus - eventos,lasso-lima-2025,Lima,2025-08-07,Pasado,-80.0,0.8,unknown,"tion"",""name"":""VELTRAC S.A.C."",""url"":""https://prime.joinnus.com/landing/lasso-en-lima""},""seller"":{""@type"":""Organization"",""name"":""Joinnus"",""url"":""https://prime.joinnus.com/landing/lasso-en-lima"",""logo"":""https://cdn-projects-build.joinnus.com/jweb-public-front/production/static/images/joinnus-v2.svg""},""performer"":[{""@type"":""MusicGroup"",""name"":""lasso""}],""offers"":{""url"":""https://www.joinnus.com/events/concerts/lima-lasso-en-lima-69311/canje"",""priceCurrency"":""PEN"",""availability"":""https://schema.org/InStock"",""validFrom"":""2025-05-13T00:00:00-05:00""}}"
70232,Valeria Castro en Lima 2025,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-12,Futuro,47.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
69598,"SAUROM - ""El Principito Tour 2025""",concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-11,Futuro,46.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""CORPORACION NARDOS S.A.C.""}}"
70504,Destroy Boys en Lima,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-09,Futuro,44.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""GOOD CREW LIVE CONCERTS""}}"
71626,Gran Gaitazo Hasta el Amanecer,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-06,Futuro,41.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""JDM PRODUCCIONES""}}"
71425,José y El Toro presenta : La Vida Lenta en Lima,concerts,"Peru, Miraflores, Lima, Perú, San Isidro, Barranco",2025-12-06,Futuro,41.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
69585,ANDRÉS VERNAZZA: PELIGRO! NARCICISTAS HOY EN DÍA,seminarios-conferencias,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-05,Futuro,40.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""JOINNUS SAC""}}"
71104,PERFORMER CUP PERÚ - Inscripciones,cursos-talleres,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-05,Futuro,40.0,1.2,available,"do por F.I.P.A.S.S. (Federación Internacional de Performers de Artes Escénico-Deportivas) con sede en Roma, y avalado por el Comité Olímpico Italiano."
71226,El Huracán vuelve a girar: Santaferia en lima,concerts,"Peru, Miraflores, Lima, Perú, San Isidro, Barranco",2025-12-04,Futuro,39.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""MESONES LAPOUBLE DANIEL MAURICIO""}}"
71243,Cómo Aman Ellos,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-04,Futuro,39.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""Bruno Odar""}}"
71558,"VEDETTE, la historia de Coco Marusix",theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-04,Futuro,39.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""STUDIO TRES PERU S.A.C.""}}"
71378,FLEMA en Lima,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-30,Futuro,35.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71221,MEMORIES TO HEAVEN: SHIN HYUN-JOON FAN MEETING,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-30,Futuro,35.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71887,JAY KALYL EN LIMA 2025 - MI PRIMER AMOR,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-30,Futuro,35.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""FREDDY EDERSONS MINAYA JAVIER""}}"
71187,UNA NOCHE PARA EL RECUERDO - LIMA,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-30,Futuro,35.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""PRODUCCIONES BOLARTE E.I.R.L.""}}"
69653,AMOR DE MARINERA,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-29,Futuro,34.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""JUAN CARLOS RUIZ HIDALGO""}}"
71701,LinkedIn 360,cursos-talleres,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-29,Futuro,34.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
70492,DUCTAPE EN LIMA | 14° ANIVERSARIO,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-28,Futuro,33.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""Tumbas Eternas""}}"
71893,Alejandro y Maria Laura en La Noche,concerts,"Peru, Miraflores, Lima, Perú, San Isidro, Barranco",2025-11-27,Futuro,32.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""Alejandro y Maria Laura Música""}}"
71380,BAD RAVE - LIMA,party,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-27,Pasado,-29.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
70704,La gran Fiesta,party,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-27,Pasado,-29.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""GOZA PERU SOCIEDAD ANONIMA CERRADA""}}"
71670,Segunda oportunidad,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-25,Próximo,30.0,1.5,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71651,Agus Padilla en el Bunker I Sabado 20 de Septiembre,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-20,Pasado,-36.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71015,Cuando Calienta el Sol,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-19,Pasado,-37.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""XIOMARA SALVATIERRA""}}"
71739,KISKAS CLUB | ¡¡HOSPÉDATE 2 NOCHES POR EL PRECIO DE 1 (TODO INCLUIDO) !!,trip-adventure,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-11,Pasado,-45.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""KISKAS CLUB""}}"
71526,BAR CRAWL LIMA: TOUR DE BARES POR BARRANCO,party,"Peru, Miraflores, Lima, Perú, San Isidro, Barranco",2025-09-20,Pasado,-36.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
70496,Lévantate Perú con Yesenia The – Entradas disponibles en Joinnus - Lévantate Perú con Yesenia The – Entradas disponibles en Joinnus,yesenia-then,Perú,,Futuro,,1.0,unknown,
70810,EL BANANERO EN PERÚ,stand-up,"Peru, Miraflores, Lima, Perú, San Isidro",2025-10-24,Pasado,-2.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71887,JAY KALYL EN LIMA 2025 - MI PRIMER AMOR,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-30,Futuro,35.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""FREDDY EDERSONS MINAYA JAVIER""}}"
70183,ALBERTO PLAZA SINFÓNICO | TOUR 40 AÑOS | LIMA,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-10-07,Pasado,-19.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""Núcleo Interactive SAC""}}"
66498,LAPONIA,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-19,Pasado,-37.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71781,"1er Festival de Egresados UPC - ""Dame un break""",theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-20,Pasado,-36.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ADVENEDIZO DIGITAL E.I.R.L.""}}"
71931,Assamblage y el último objeto,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-10-18,Pasado,-8.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71301,EL MUKI. LAS HISTORIAS MISTERIOSAS DETRÁS DE LA MÚSICA,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-10-23,Pasado,-3.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ALIANZA FRANCESA DE LIMA""}}"
71360,¡EL ULTIMO SHOT!: Stand-up Comedy,stand-up,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-23,Pasado,-33.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
70190,CIRCO FANTASMA presenta HELP! 60 Aniversario,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-26,Pasado,-30.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""Juan Alfonso Veliz Flores""}}"
71240,Aventuras Cósmicas en el Planetario,entertainment,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-05,Pasado,-51.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""Instituto Geofísico del Perú""}}"
68841,CONSAP 2025,tech,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-27,Pasado,-29.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""Sociedad de Alta Fidelidad del Perú""}}"
71378,FLEMA en Lima,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-11-30,Futuro,35.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71256,LA NIÑA Y EL ESPEJO,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-09-07,Pasado,-49.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""MANUEL ALEJANDRO ALEGRIA CACEDA""}}"
70143,“Por mis zarzuelas”,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2025-10-03,Pasado,-23.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""CENTRO ESPAÑOL DEL PERU""}}"
70715,GAME OF THRONES – Symphonic Experience,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-10-19,Pasado,-7.0,0.8,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""EDISON ADRIAN HUERTA VARGAS""}}"
67331,CASTILLO DE CHANCAY - Compra tus Entradas en Joinnus.com | El Castillo de Chancay Nos Une - Castillo de Chancay,castillo-de-chancay,Perú,,Futuro,,1.0,unknown,
69300,Eros Ramazzotti World Tour - Una Historia Importante – Entradas disponibles en Joinnus - EROS RAMAZZOTTI WORLD TOUR - UNA HISTORIA IMPORANTE,erosramazzotti2025,Lima,2025-11-24,Próximo,29.0,1.5,unknown,"tion"",""name"":""LA BOVEDA PERU S.A.C."",""url"":""https://prime.joinnus.com/landing/eros-ramazzotti-world-tour""},""seller"":{""@type"":""Organization"",""name"":""Joinnus"",""url"":""https://prime.joinnus.com/landing/eros-ramazzotti-world-tour"",""logo"":""https://cdn-projects-build.joinnus.com/jweb-public-front/production/static/images/joinnus-v2.svg""},""performer"":[{""@type"":""MusicGroup"",""name"":""Eros Ramazzotti""}],""offers"":{""url"":""https://www.joinnus.com/events/concerts/lima-eros-ramazzotti-world-tour-una-historia-importante-69300/canje"",""priceCurrency"":""PEN"",""availability"":""https://schema.org/InStock"",""validFrom"":""2025-05-13T00:00:00-05:00""}}"
71347,STICK TO YOUR GUNS & BANE Show Especial,art-culture,"Peru, Miraflores, Lima, Perú, San Isidro",2026-05-07,Futuro,193.0,1.0,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71010,EL TIEMPO TODO LOCURA,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2026-02-05,Futuro,102.0,1.0,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ASOCIACION CULTURAL ARTES UNIDAS ACAU""}}"
70826,RIVERS OF NIHIL Show Especial,art-culture,"Peru, Miraflores, Lima, Perú, San Isidro",2026-02-03,Futuro,100.0,1.0,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
71012,LAS VECES QUE NO (TE) DIJE TE QUIERO,theater,"Peru, Miraflores, Lima, Perú, San Isidro",2026-02-02,Futuro,99.0,1.0,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ASOCIACION CULTURAL ARTES UNIDAS ACAU""}}"
71491,prueba asientos,entertainment,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-29,Futuro,64.0,1.1,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""SANDY MARLY CIQUERO CHOQUE""}}"
69311,Lasso en Lima – Entradas disponibles en Joinnus - eventos,lasso-lima-2025,Lima,2025-08-07,Pasado,-80.0,0.8,unknown,"tion"",""name"":""VELTRAC S.A.C."",""url"":""https://prime.joinnus.com/landing/lasso-en-lima""},""seller"":{""@type"":""Organization"",""name"":""Joinnus"",""url"":""https://prime.joinnus.com/landing/lasso-en-lima"",""logo"":""https://cdn-projects-build.joinnus.com/jweb-public-front/production/static/images/joinnus-v2.svg""},""performer"":[{""@type"":""MusicGroup"",""name"":""lasso""}],""offers"":{""url"":""https://www.joinnus.com/events/concerts/lima-lasso-en-lima-69311/canje"",""priceCurrency"":""PEN"",""availability"":""https://schema.org/InStock"",""validFrom"":""2025-05-13T00:00:00-05:00""}}"
70232,Valeria Castro en Lima 2025,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-12,Futuro,47.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
69598,"SAUROM - ""El Principito Tour 2025""",concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-11,Futuro,46.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""CORPORACION NARDOS S.A.C.""}}"
71874,RILUX EN VIVO - LIMA,stand-up,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-11,Futuro,46.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
70504,Destroy Boys en Lima,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-09,Futuro,44.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""GOOD CREW LIVE CONCERTS""}}"
71626,Gran Gaitazo Hasta el Amanecer,concerts,"Peru, Miraflores, Lima, Perú, San Isidro",2025-12-06,Futuro,41.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""JDM PRODUCCIONES""}}"
71425,José y El Toro presenta : La Vida Lenta en Lima,concerts,"Peru, Miraflores, Lima, Perú, San Isidro, Barranco",2025-12-06,Futuro,41.0,1.2,available,"tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}"
